계측기명,수집시간,nh4,no3,ph,temp,상전류(R),current_aeration,cycle_runtime,elapsed_time,T_remaining,nh4_diff,no3_diff,ph_diff,nh4_decay_rate,hour,weekday,hour_sin,hour_cos,nh4_rolling_mean,nh4_no3_ratio,do_saturation,reactor
반응조A,2020-08-01 00:00:00,3.06,2.06,6.38,21.2,7.26,1,60,0,60,0.0,0.0,0.0,0.0,0,5,0.0,1.0,3.06,1.4854361721183629,8.863636363636363,0
반응조A,2020-08-01 00:10:00,2.49,2.49,6.35,21.23,7.2,1,60,10,50,-0.5699999999999998,0.43000000000000016,-0.03000000000000025,-0.05699999999999998,0,5,0.0,1.0,2.7750000000000004,0.9999995983937355,8.858603066439523,0
반응조A,2020-08-01 00:20:00,1.91,2.82,6.32,21.2,7.16,1,60,20,40,-0.5800000000000003,0.3299999999999996,-0.02999999999999936,-0.05800000000000003,0,5,0.0,1.0,2.486666666666667,0.6773047243600268,8.863636363636363,0
반응조A,2020-08-01 00:30:00,1.34,3.18,6.29,21.26,7.24,1,60,30,30,-0.5699999999999998,0.3600000000000003,-0.03000000000000025,-0.05699999999999998,0,5,0.0,1.0,2.2,0.4213835152882027,8.853575482406356,0
반응조A,2020-08-01 00:40:00,0.84,3.44,6.25,21.26,7.18,1,60,40,20,-0.5000000000000001,0.2599999999999998,-0.040000000000000036,-0.05000000000000001,0,5,0.0,1.0,1.9280000000000002,0.24418597552733268,8.853575482406356,0
반응조A,2020-08-01 00:50:00,0.41,3.59,6.22,21.26,6.88,1,60,50,10,-0.43,0.1499999999999999,-0.03000000000000025,-0.043,0,5,0.0,1.0,1.675,0.11420609632142163,8.853575482406356,0
반응조A,2020-08-01 04:00:00,3.88,1.81,6.42,21.23,7.94,1,90,0,90,0.6099999999999999,0.71,0.009999999999999787,0.060999999999999985,4,5,0.8660254037844386,0.5000000000000001,2.4083333333333337,2.1436452245054007,8.858603066439523,0
반응조A,2020-08-01 04:10:00,4.05,1.73,6.44,21.26,8.0,1,90,10,80,0.16999999999999993,-0.08000000000000007,0.020000000000000462,0.016999999999999994,4,5,0.8660254037844386,0.5000000000000001,2.921666666666667,2.3410391092259486,8.853575482406356,0
반응조A,2020-08-01 04:20:00,3.7,1.94,6.43,21.26,8.04,1,90,20,70,-0.34999999999999964,0.20999999999999996,-0.010000000000000675,-0.03499999999999996,4,5,0.8660254037844386,0.5000000000000001,3.2816666666666667,1.9072155117445817,8.853575482406356,0
반응조A,2020-08-01 04:30:00,3.24,1.97,6.4,21.23,7.74,1,90,30,60,-0.45999999999999996,0.030000000000000027,-0.02999999999999936,-0.046,4,5,0.8660254037844386,0.5000000000000001,3.4716666666666662,1.6446692159039515,8.858603066439523,0
반응조A,2020-08-01 04:40:00,2.63,2.39,6.36,21.26,7.96,1,90,40,50,-0.6100000000000003,0.42000000000000015,-0.040000000000000036,-0.06100000000000003,4,5,0.8660254037844386,0.5000000000000001,3.4616666666666673,1.1004179496159205,8.853575482406356,0
반응조A,2020-08-01 04:50:00,1.98,2.74,6.33,21.26,7.46,1,90,50,40,-0.6499999999999999,0.3500000000000001,-0.03000000000000025,-0.06499999999999999,4,5,0.8660254037844386,0.5000000000000001,3.246666666666666,0.7226274734936227,8.853575482406356,0
반응조A,2020-08-01 05:00:00,1.39,3.01,6.29,21.26,7.66,1,90,60,30,-0.5900000000000001,0.2699999999999996,-0.040000000000000036,-0.05900000000000001,5,5,0.9659258262890683,0.25881904510252074,2.8316666666666666,0.4617938665136656,8.853575482406356,0
반응조A,2020-08-01 05:10:00,0.83,3.79,6.25,21.29,7.44,1,90,70,20,-0.5599999999999999,0.7800000000000002,-0.040000000000000036,-0.055999999999999994,5,5,0.9659258262890683,0.25881904510252074,2.295,0.2189973036946428,8.848553601815087,0
반응조A,2020-08-01 05:20:00,0.41,4.12,6.23,21.33,7.08,1,90,80,10,-0.42,0.33000000000000007,-0.019999999999999574,-0.041999999999999996,5,5,0.9659258262890683,0.25881904510252074,1.7466666666666668,0.0995145389527818,8.84186661628566,0
반응조A,2020-08-01 08:40:00,5.61,1.17,6.53,21.17,7.5,1,110,0,110,0.4500000000000002,0.020000000000000018,0.010000000000000675,0.04500000000000002,8,5,0.8660254037844387,-0.4999999999999998,3.841666666666667,4.794867696694277,8.868675383740761,0
반응조A,2020-08-01 08:50:00,5.51,2.4,6.54,21.17,7.76,1,110,10,100,-0.10000000000000053,1.23,0.009999999999999787,-0.010000000000000054,8,5,0.8660254037844387,-0.4999999999999998,4.456666666666666,2.2958323767365094,8.868675383740761,0
반응조A,2020-08-01 09:00:00,5.09,1.78,6.53,21.2,7.52,1,110,20,90,-0.41999999999999993,-0.6199999999999999,-0.009999999999999787,-0.041999999999999996,9,5,0.7071067811865476,-0.7071067811865475,4.858333333333333,2.8595489553095756,8.863636363636363,0
반응조A,2020-08-01 09:10:00,4.42,2.26,6.5,21.2,7.48,1,110,30,80,-0.6699999999999999,0.47999999999999976,-0.03000000000000025,-0.06699999999999999,9,5,0.7071067811865476,-0.7071067811865475,5.0183333333333335,1.9557513470126784,8.863636363636363,0
반응조A,2020-08-01 09:20:00,3.74,2.81,6.47,21.2,7.28,1,110,40,70,-0.6799999999999997,0.5500000000000003,-0.03000000000000025,-0.06799999999999998,9,5,0.7071067811865476,-0.7071067811865475,4.921666666666666,1.3309603804411458,8.863636363636363,0
반응조A,2020-08-01 09:30:00,3.04,3.59,6.43,21.2,7.3,1,110,50,60,-0.7000000000000002,0.7799999999999998,-0.040000000000000036,-0.07000000000000002,9,5,0.7071067811865476,-0.7071067811865475,4.5683333333333325,0.8467964215051751,8.863636363636363,0
반응조A,2020-08-01 09:40:00,2.4,3.43,6.39,21.26,7.22,1,110,60,50,-0.6400000000000001,-0.1599999999999997,-0.040000000000000036,-0.06400000000000002,9,5,0.7071067811865476,-0.7071067811865475,4.033333333333333,0.699708250813921,8.853575482406356,0
반응조A,2020-08-01 09:50:00,1.74,3.63,6.35,21.23,7.02,1,110,70,40,-0.6599999999999999,0.19999999999999973,-0.040000000000000036,-0.06599999999999999,9,5,0.7071067811865476,-0.7071067811865475,3.4049999999999994,0.47933871092597496,8.858603066439523,0
반응조A,2020-08-01 10:00:00,1.2,4.61,6.31,21.26,7.24,1,110,80,30,-0.54,0.9800000000000004,-0.040000000000000036,-0.054000000000000006,10,5,0.49999999999999994,-0.8660254037844387,2.7566666666666664,0.26030363117057886,8.853575482406356,0
반응조A,2020-08-01 10:10:00,0.67,4.76,6.26,21.26,7.06,1,110,90,20,-0.5299999999999999,0.14999999999999947,-0.04999999999999982,-0.05299999999999999,10,5,0.49999999999999994,-0.8660254037844387,2.1316666666666664,0.14075627295036283,8.853575482406356,0
반응조A,2020-08-01 10:20:00,0.33,5.15,6.23,21.26,6.98,1,110,100,10,-0.34,0.39000000000000057,-0.02999999999999936,-0.034,10,5,0.49999999999999994,-0.8660254037844387,1.5633333333333332,0.06407765746064903,8.853575482406356,0
