계측기명,수집시간,nh4,no3,ph,temp,상전류(R),current_aeration,cycle_runtime,elapsed_time,T_remaining,nh4_diff,no3_diff,ph_diff,nh4_decay_rate,hour,weekday,hour_sin,hour_cos,nh4_rolling_mean,nh4_no3_ratio,do_saturation
반응조A,2020-12-01 00:00:00,0.44,2.2,6.27,14.04,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,0.44,0.1999999090909504,10.254163014899211
반응조B,2020-12-01 00:00:00,4.45,0.75,6.55,13.89,6.82,1,110,0,110,0.0,0.0,0.0,0.0,0,1,0.0,1.0,4.45,5.9333254222327705,10.28797537920422
반응조A,2020-12-01 00:10:00,0.42,1.81,6.27,14.04,0.0,0,0,0,0,-0.020000000000000018,-0.3900000000000001,0.0,-0.0020000000000000018,0,1,0.0,1.0,0.43,0.23204407069388358,10.254163014899211
반응조B,2020-12-01 00:10:00,4.05,1.48,6.55,13.89,6.84,1,110,10,100,-0.40000000000000036,0.73,0.0,-0.040000000000000036,0,1,0.0,1.0,4.25,2.73648463751038,10.28797537920422
반응조A,2020-12-01 00:20:00,0.38,1.76,6.27,14.08,0.0,0,0,0,0,-0.03999999999999998,-0.050000000000000044,0.0,-0.003999999999999998,0,1,0.0,1.0,0.41333333333333333,0.21590896823354078,10.245183887915937
반응조B,2020-12-01 00:20:00,3.48,0.6,6.54,13.89,6.9,1,110,20,90,-0.5699999999999998,-0.88,-0.009999999999999787,-0.05699999999999998,0,1,0.0,1.0,3.9933333333333336,5.799990333349444,10.28797537920422
반응조A,2020-12-01 00:30:00,0.4,1.68,6.27,14.08,0.0,0,0,0,0,0.020000000000000018,-0.08000000000000007,0.0,0.0020000000000000018,0,1,0.0,1.0,0.41000000000000003,0.2380950963719665,10.245183887915937
반응조B,2020-12-01 00:30:00,2.87,1.67,6.51,13.89,6.66,1,110,30,80,-0.6099999999999999,1.0699999999999998,-0.03000000000000025,-0.060999999999999985,0,1,0.0,1.0,3.7125,1.718561845172548,10.28797537920422
반응조A,2020-12-01 00:40:00,0.46,1.9,6.27,14.04,0.0,0,0,0,0,0.06,0.21999999999999997,0.0,0.006,0,1,0.0,1.0,0.42000000000000004,0.2421051357341391,10.254163014899211
반응조B,2020-12-01 00:40:00,2.28,1.5,6.48,13.89,6.92,1,110,40,70,-0.5900000000000003,-0.16999999999999993,-0.02999999999999936,-0.05900000000000003,0,1,0.0,1.0,3.4259999999999997,1.5199989866673422,10.28797537920422
반응조A,2020-12-01 00:50:00,0.43,1.87,6.26,14.04,0.0,0,0,0,0,-0.030000000000000027,-0.029999999999999805,-0.009999999999999787,-0.0030000000000000027,0,1,0.0,1.0,0.4216666666666667,0.22994640109818124,10.254163014899211
반응조B,2020-12-01 00:50:00,1.69,1.48,6.45,13.89,6.94,1,110,50,60,-0.5899999999999999,-0.020000000000000018,-0.03000000000000025,-0.05899999999999998,0,1,0.0,1.0,3.1366666666666667,1.1418911203438376,10.28797537920422
반응조A,2020-12-01 01:00:00,0.45,1.82,6.29,14.01,7.16,1,10,0,10,0.020000000000000018,-0.050000000000000044,0.03000000000000025,0.0020000000000000018,1,1,0.25881904510252074,0.9659258262890683,0.42333333333333334,0.24725261139966406,10.260907695680771
반응조B,2020-12-01 01:00:00,1.14,3.92,6.43,13.89,6.56,1,110,60,50,-0.55,2.44,-0.020000000000000462,-0.05500000000000001,1,1,0.25881904510252074,0.9659258262890683,2.585,0.29081625234279274,10.28797537920422
반응조A,2020-12-01 01:10:00,0.56,3.56,6.31,13.95,0.98,0,0,0,0,0.11000000000000004,1.74,0.019999999999999574,0.011000000000000005,1,1,0.25881904510252074,0.9659258262890683,0.4466666666666667,0.15730332660018917,10.274423710208563
반응조B,2020-12-01 01:10:00,0.67,2.09,6.41,13.89,6.28,1,110,70,40,-0.46999999999999986,-1.83,-0.019999999999999574,-0.046999999999999986,1,1,0.25881904510252074,0.9659258262890683,2.0216666666666665,0.3205740092947324,10.28797537920422
반응조A,2020-12-01 01:20:00,0.88,12.57,6.37,13.95,0.98,0,0,0,0,0.31999999999999995,9.01,0.0600000000000005,0.031999999999999994,1,1,0.25881904510252074,0.9659258262890683,0.5299999999999999,0.07000794988003581,10.274423710208563
반응조B,2020-12-01 01:20:00,0.29,3.27,6.38,13.89,6.28,1,110,80,30,-0.38000000000000006,1.1800000000000002,-0.03000000000000025,-0.038000000000000006,1,1,0.25881904510252074,0.9659258262890683,1.49,0.08868498816972838,10.28797537920422
반응조A,2020-12-01 01:30:00,1.42,0.0,6.42,13.95,1.04,0,0,0,0,0.5399999999999999,-12.57,0.04999999999999982,0.05399999999999999,1,1,0.25881904510252074,0.9659258262890683,0.6999999999999998,1420000.0,10.274423710208563
반응조B,2020-12-01 01:30:00,0.11,4.41,6.37,13.89,6.38,1,110,90,20,-0.18,1.1400000000000001,-0.009999999999999787,-0.018,1,1,0.25881904510252074,0.9659258262890683,1.03,0.02494330500151814,10.28797537920422
반응조A,2020-12-01 01:40:00,2.1,3.42,6.46,13.92,0.94,0,0,0,0,0.6800000000000002,3.42,0.040000000000000036,0.06800000000000002,1,1,0.25881904510252074,0.9659258262890683,0.9733333333333333,0.6140349081769274,10.281195079086116
반응조B,2020-12-01 01:40:00,0.06,3.36,6.33,13.89,6.16,1,110,100,10,-0.05,-1.0500000000000003,-0.040000000000000036,-0.005,1,1,0.25881904510252074,0.9659258262890683,0.66,0.017857137542518588,10.28797537920422
반응조A,2020-12-01 01:50:00,2.82,1.76,6.46,13.95,0.82,0,0,0,0,0.7199999999999998,-1.66,0.0,0.07199999999999998,1,1,0.25881904510252074,0.9659258262890683,1.3716666666666668,1.602271816891013,10.274423710208563
반응조B,2020-12-01 01:50:00,0.06,3.66,6.28,13.89,0.0,0,0,0,0,0.0,0.30000000000000027,-0.04999999999999982,0.0,1,1,0.25881904510252074,0.9659258262890683,0.38833333333333336,0.016393438143869357,10.28797537920422
반응조A,2020-12-01 02:00:00,3.46,1.55,6.5,13.95,0.84,0,0,0,0,0.6400000000000001,-0.20999999999999996,0.040000000000000036,0.06400000000000002,2,1,0.49999999999999994,0.8660254037844387,1.8733333333333333,2.232256624350565,10.274423710208563
반응조B,2020-12-01 02:00:00,0.07,5.03,6.31,13.95,0.0,0,0,0,0,0.010000000000000009,1.37,0.02999999999999936,0.0010000000000000009,2,1,0.49999999999999994,0.8660254037844387,0.21,0.013916498227336337,10.274423710208563
반응조A,2020-12-01 02:10:00,4.04,0.83,6.52,13.89,0.78,0,0,0,0,0.5800000000000001,-0.7200000000000001,0.019999999999999574,0.05800000000000001,2,1,0.49999999999999994,0.8660254037844387,2.453333333333333,4.867464015103597,10.28797537920422
반응조B,2020-12-01 02:10:00,0.08,3.09,6.35,14.01,0.0,0,0,0,0,0.009999999999999995,-1.9400000000000004,0.040000000000000036,0.0009999999999999996,2,1,0.49999999999999994,0.8660254037844387,0.11166666666666665,0.02588995925891286,10.260907695680771
반응조A,2020-12-01 02:20:00,4.38,0.0,6.54,13.92,6.9,1,120,0,120,0.33999999999999986,-0.83,0.020000000000000462,0.03399999999999999,2,1,0.49999999999999994,0.8660254037844387,3.0366666666666666,4380000.0,10.281195079086116
반응조B,2020-12-01 02:20:00,0.08,2.71,6.34,13.98,0.0,0,0,0,0,0.0,-0.3799999999999999,-0.009999999999999787,0.0,2,1,0.49999999999999994,0.8660254037844387,0.07666666666666667,0.02952028430985819,10.267661254936376
반응조A,2020-12-01 02:30:00,4.32,1.89,6.53,13.89,6.78,1,120,10,110,-0.05999999999999961,1.89,-0.009999999999999787,-0.005999999999999961,2,1,0.49999999999999994,0.8660254037844387,3.5199999999999996,2.285713076342288,10.28797537920422
