계측기명,수집시간,nh4,no3,ph,temp,상전류(R),current_aeration,cycle_runtime,elapsed_time,T_remaining,nh4_diff,no3_diff,ph_diff,nh4_decay_rate,hour,weekday,hour_sin,hour_cos,nh4_rolling_mean,nh4_no3_ratio,do_saturation
반응조A,2020-08-01 00:00:00,3.06,2.06,6.38,21.2,7.26,1,60,0,60,0.0,0.0,0.0,0.0,0,5,0.0,1.0,3.06,1.4854361721183629,8.863636363636363
반응조B,2020-08-01 00:00:00,0.0,2.72,6.1,21.33,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0.0,1.0,0.0,0.0,8.84186661628566
반응조A,2020-08-01 00:10:00,2.49,2.49,6.35,21.23,7.2,1,60,10,50,-0.5699999999999998,0.43000000000000016,-0.03000000000000025,-0.05699999999999998,0,5,0.0,1.0,2.7750000000000004,0.9999995983937355,8.858603066439523
반응조B,2020-08-01 00:10:00,0.0,2.85,6.1,21.33,0.0,0,0,0,0,0.0,0.1299999999999999,0.0,0.0,0,5,0.0,1.0,0.0,0.0,8.84186661628566
반응조A,2020-08-01 00:20:00,1.91,2.82,6.32,21.2,7.16,1,60,20,40,-0.5800000000000003,0.3299999999999996,-0.02999999999999936,-0.05800000000000003,0,5,0.0,1.0,2.486666666666667,0.6773047243600268,8.863636363636363
반응조B,2020-08-01 00:20:00,0.0,2.52,6.1,21.33,0.0,0,0,0,0,0.0,-0.33000000000000007,0.0,0.0,0,5,0.0,1.0,0.0,0.0,8.84186661628566
반응조A,2020-08-01 00:30:00,1.34,3.18,6.29,21.26,7.24,1,60,30,30,-0.5699999999999998,0.3600000000000003,-0.03000000000000025,-0.05699999999999998,0,5,0.0,1.0,2.2,0.4213835152882027,8.853575482406356
반응조B,2020-08-01 00:30:00,0.0,2.55,6.1,21.33,0.0,0,0,0,0,0.0,0.029999999999999805,0.0,0.0,0,5,0.0,1.0,0.0,0.0,8.84186661628566
반응조A,2020-08-01 00:40:00,0.84,3.44,6.25,21.26,7.18,1,60,40,20,-0.5000000000000001,0.2599999999999998,-0.040000000000000036,-0.05000000000000001,0,5,0.0,1.0,1.9280000000000002,0.24418597552733268,8.853575482406356
반응조B,2020-08-01 00:40:00,0.0,3.08,6.11,21.26,0.0,0,0,0,0,0.0,0.5300000000000002,0.010000000000000675,0.0,0,5,0.0,1.0,0.0,0.0,8.853575482406356
반응조A,2020-08-01 00:50:00,0.41,3.59,6.22,21.26,6.88,1,60,50,10,-0.43,0.1499999999999999,-0.03000000000000025,-0.043,0,5,0.0,1.0,1.675,0.11420609632142163,8.853575482406356
반응조B,2020-08-01 00:50:00,0.0,2.97,6.1,21.26,1.22,0,0,0,0,0.0,-0.10999999999999988,-0.010000000000000675,0.0,0,5,0.0,1.0,0.0,0.0,8.853575482406356
반응조A,2020-08-01 01:00:00,0.26,3.53,6.2,21.29,0.0,0,0,0,0,-0.14999999999999997,-0.06000000000000005,-0.019999999999999574,-0.014999999999999996,1,5,0.25881904510252074,0.9659258262890683,1.2083333333333333,0.07365437006958356,8.848553601815087
반응조B,2020-08-01 01:00:00,0.0,3.68,6.17,21.23,0.88,0,0,0,0,0.0,0.71,0.07000000000000028,0.0,1,5,0.25881904510252074,0.9659258262890683,0.0,0.0,8.858603066439523
반응조A,2020-08-01 01:10:00,0.25,4.45,6.19,21.33,0.0,0,0,0,0,-0.010000000000000009,0.9200000000000004,-0.009999999999999787,-0.0010000000000000009,1,5,0.25881904510252074,0.9659258262890683,0.835,0.056179762656233104,8.84186661628566
반응조B,2020-08-01 01:10:00,0.17,2.84,6.19,21.2,0.9,0,0,0,0,0.17,-0.8400000000000003,0.020000000000000462,0.017,1,5,0.25881904510252074,0.9659258262890683,0.028333333333333335,0.05985913385241766,8.863636363636363
반응조A,2020-08-01 01:20:00,0.31,3.19,6.2,21.33,0.0,0,0,0,0,0.06,-1.2600000000000002,0.009999999999999787,0.006,1,5,0.25881904510252074,0.9659258262890683,0.5683333333333334,0.09717865292205237,8.84186661628566
반응조B,2020-08-01 01:20:00,0.92,2.04,6.25,21.14,0.92,0,0,0,0,0.75,-0.7999999999999998,0.05999999999999961,0.075,1,5,0.25881904510252074,0.9659258262890683,0.18166666666666667,0.4509801710881514,8.87372013651877
반응조A,2020-08-01 01:30:00,0.29,3.06,6.2,21.36,0.0,0,0,0,0,-0.020000000000000018,-0.1299999999999999,0.0,-0.0020000000000000018,1,5,0.25881904510252074,0.9659258262890683,0.3933333333333333,0.09477121085908141,8.836858006042297
반응조B,2020-08-01 01:30:00,1.49,1.45,6.28,21.14,0.86,0,0,0,0,0.57,-0.5900000000000001,0.03000000000000025,0.056999999999999995,1,5,0.25881904510252074,0.9659258262890683,0.43,1.027585498216898,8.87372013651877
반응조A,2020-08-01 01:40:00,0.3,2.98,6.2,21.33,0.0,0,0,0,0,0.010000000000000009,-0.08000000000000007,0.0,0.0010000000000000009,1,5,0.25881904510252074,0.9659258262890683,0.30333333333333334,0.10067110715734659,8.84186661628566
반응조B,2020-08-01 01:40:00,2.07,1.29,6.3,21.14,1.02,0,0,0,0,0.5799999999999998,-0.15999999999999992,0.019999999999999574,0.05799999999999998,1,5,0.25881904510252074,0.9659258262890683,0.775,1.604649918876032,8.87372013651877
반응조A,2020-08-01 01:50:00,0.28,2.95,6.2,21.39,0.0,0,0,0,0,-0.019999999999999962,-0.029999999999999805,0.0,-0.001999999999999996,1,5,0.25881904510252074,0.9659258262890683,0.2816666666666667,0.09491522206263658,8.831855066993771
반응조B,2020-08-01 01:50:00,2.76,1.45,6.3,21.14,3.24,1,100,0,100,0.69,0.15999999999999992,0.0,0.06899999999999999,1,5,0.25881904510252074,0.9659258262890683,1.235,1.9034469631400255,8.87372013651877
반응조A,2020-08-01 02:00:00,0.3,2.93,6.2,21.39,0.0,0,0,0,0,0.019999999999999962,-0.020000000000000018,0.0,0.001999999999999996,2,5,0.49999999999999994,0.8660254037844387,0.28833333333333333,0.10238904355322744,8.831855066993771
반응조B,2020-08-01 02:00:00,3.21,1.39,6.34,21.14,7.78,1,100,10,90,0.4500000000000002,-0.06000000000000005,0.040000000000000036,0.04500000000000002,2,5,0.49999999999999994,0.8660254037844387,1.7699999999999998,2.309350856582118,8.87372013651877
반응조A,2020-08-01 02:10:00,0.28,2.98,6.2,21.39,0.0,0,0,0,0,-0.019999999999999962,0.04999999999999982,0.0,-0.001999999999999996,2,5,0.49999999999999994,0.8660254037844387,0.29333333333333333,0.0939597000135235,8.831855066993771
반응조B,2020-08-01 02:10:00,3.19,1.79,6.34,21.14,7.94,1,100,20,80,-0.020000000000000018,0.40000000000000013,0.0,-0.0020000000000000018,2,5,0.49999999999999994,0.8660254037844387,2.2733333333333334,1.782121909429101,8.87372013651877
반응조A,2020-08-01 02:20:00,0.3,2.94,6.2,21.39,0.0,0,0,0,0,0.019999999999999962,-0.040000000000000036,0.0,0.001999999999999996,2,5,0.49999999999999994,0.8660254037844387,0.2916666666666667,0.10204078161878176,8.831855066993771
반응조B,2020-08-01 02:20:00,2.9,1.99,6.34,21.14,7.7,1,100,30,70,-0.29000000000000004,0.19999999999999996,0.0,-0.029000000000000005,2,5,0.49999999999999994,0.8660254037844387,2.603333333333333,1.4572856998564323,8.87372013651877
반응조A,2020-08-01 02:30:00,0.27,2.84,6.2,21.39,0.0,0,0,0,0,-0.02999999999999997,-0.10000000000000009,0.0,-0.002999999999999997,2,5,0.49999999999999994,0.8660254037844387,0.28833333333333333,0.09507038905972216,8.831855066993771
반응조B,2020-08-01 02:30:00,2.42,2.72,6.32,21.14,7.72,1,100,40,60,-0.48,0.7300000000000002,-0.019999999999999574,-0.048,2,5,0.49999999999999994,0.8660254037844387,2.7583333333333333,0.8897055552553105,8.87372013651877
반응조A,2020-08-01 02:40:00,0.28,2.78,6.21,21.39,0.0,0,0,0,0,0.010000000000000009,-0.06000000000000005,0.009999999999999787,0.0010000000000000009,2,5,0.49999999999999994,0.8660254037844387,0.285,0.1007193882304359,8.831855066993771
반응조B,2020-08-01 02:40:00,1.85,2.45,6.29,21.14,7.22,1,100,50,50,-0.5699999999999998,-0.27,-0.03000000000000025,-0.05699999999999998,2,5,0.49999999999999994,0.8660254037844387,2.7216666666666662,0.7551017326115377,8.87372013651877
반응조A,2020-08-01 02:50:00,0.26,2.73,6.21,21.39,1.2,0,0,0,0,-0.020000000000000018,-0.04999999999999982,0.0,-0.0020000000000000018,2,5,0.49999999999999994,0.8660254037844387,0.2816666666666667,0.09523806035235885,8.831855066993771
반응조B,2020-08-01 02:50:00,1.3,2.74,6.26,21.2,6.94,1,100,60,40,-0.55,0.29000000000000004,-0.03000000000000025,-0.05500000000000001,2,5,0.49999999999999994,0.8660254037844387,2.478333333333333,0.474452381586722,8.863636363636363
반응조A,2020-08-01 03:00:00,0.53,3.28,6.28,21.33,0.98,0,0,0,0,0.27,0.5499999999999998,0.07000000000000028,0.027000000000000003,3,5,0.7071067811865476,0.7071067811865476,0.32,0.16158531658984251,8.84186661628566
반응조B,2020-08-01 03:00:00,0.79,4.13,6.25,21.2,6.94,1,100,70,30,-0.51,1.3899999999999997,-0.009999999999999787,-0.051000000000000004,3,5,0.7071067811865476,0.7071067811865476,2.075,0.19128324666265215,8.863636363636363
반응조A,2020-08-01 03:10:00,0.97,2.04,6.31,21.29,0.82,0,0,0,0,0.43999999999999995,-1.2399999999999998,0.02999999999999936,0.044,3,5,0.7071067811865476,0.7071067811865476,0.435,0.47548996299511614,8.848553601815087
