계측기명,수집시간,nh4,no3,ph,temp,상전류(R),current_aeration,cycle_runtime,elapsed_time,T_remaining,nh4_diff,no3_diff,ph_diff,nh4_decay_rate,hour,weekday,hour_sin,hour_cos,nh4_rolling_mean,nh4_no3_ratio,do_saturation
반응조A,2020-07-15 19:20:00,0.08,4.58,6.33,21.33,6.1,1,40,0,40,0.0,0.0,0.0,0.0,19,2,-0.9659258262890684,0.2588190451025203,0.08,0.01746724509448797,8.84186661628566
반응조B,2020-07-15 19:20:00,0.0,2.87,6.12,21.39,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19,2,-0.9659258262890684,0.2588190451025203,0.0,0.0,8.831855066993771
반응조A,2020-07-15 19:30:00,0.06,4.45,6.33,21.33,6.14,1,40,10,30,-0.020000000000000004,-0.1299999999999999,0.0,-0.0020000000000000005,19,2,-0.9659258262890684,0.2588190451025203,0.07,0.013483143037495945,8.84186661628566
반응조B,2020-07-15 19:30:00,0.0,3.46,6.13,21.39,0.0,0,0,0,0,0.0,0.5899999999999999,0.009999999999999787,0.0,19,2,-0.9659258262890684,0.2588190451025203,0.0,0.0,8.831855066993771
반응조A,2020-07-15 19:40:00,0.05,4.66,6.33,21.33,6.04,1,40,20,20,-0.009999999999999995,0.20999999999999996,0.0,-0.0009999999999999996,19,2,-0.9659258262890684,0.2588190451025203,0.06333333333333334,0.010729611431413856,8.84186661628566
반응조B,2020-07-15 19:40:00,0.0,3.67,6.18,21.36,0.88,0,0,0,0,0.0,0.20999999999999996,0.04999999999999982,0.0,19,2,-0.9659258262890684,0.2588190451025203,0.0,0.0,8.836858006042297
반응조A,2020-07-15 19:50:00,0.04,4.34,6.31,21.36,6.16,1,40,30,10,-0.010000000000000002,-0.3200000000000003,-0.020000000000000462,-0.0010000000000000002,19,2,-0.9659258262890684,0.2588190451025203,0.0575,0.009216587738113425,8.836858006042297
반응조B,2020-07-15 19:50:00,0.18,3.19,6.25,21.26,1.08,0,0,0,0,0.18,-0.48,0.07000000000000028,0.018,19,2,-0.9659258262890684,0.2588190451025203,0.045,0.05642631459990138,8.853575482406356
반응조A,2020-07-15 20:00:00,0.02,4.09,6.28,21.39,0.0,0,0,0,0,-0.02,-0.25,-0.02999999999999936,-0.002,20,2,-0.8660254037844386,0.5000000000000001,0.05,0.004889974354529498,8.831855066993771
반응조B,2020-07-15 20:00:00,1.14,1.83,6.31,21.26,0.76,0,0,0,0,0.96,-1.3599999999999999,0.05999999999999961,0.096,20,2,-0.8660254037844386,0.5000000000000001,0.26399999999999996,0.6229504792620332,8.853575482406356
