계측기명,수집시간,nh4,no3,ph,temp,상전류(R),current_aeration,cycle_runtime,elapsed_time,T_remaining,nh4_diff,no3_diff,ph_diff,nh4_decay_rate,hour,weekday,hour_sin,hour_cos,nh4_rolling_mean,nh4_no3_ratio,do_saturation,reactor
반응조A,2020-11-01 00:00:00,2.45,3.27,6.41,17.45,6.72,1,60,0,60,0.0,0.0,0.0,0.0,0,6,0.0,1.0,2.45,0.7492352448821882,9.541284403669726,0
반응조A,2020-11-01 00:10:00,1.91,3.87,6.38,17.45,6.9,1,60,10,50,-0.5400000000000003,0.6000000000000001,-0.03000000000000025,-0.05400000000000003,0,6,0.0,1.0,2.18,0.49353992414989034,9.541284403669726,0
반응조A,2020-11-01 00:20:00,1.41,3.96,6.34,17.45,6.64,1,60,20,40,-0.5,0.08999999999999986,-0.040000000000000036,-0.05,0,6,0.0,1.0,1.9233333333333331,0.35606051614633427,9.541284403669726,0
반응조A,2020-11-01 00:30:00,0.92,4.47,6.33,17.45,6.4,1,60,30,30,-0.4899999999999999,0.5099999999999998,-0.009999999999999787,-0.04899999999999999,0,6,0.0,1.0,1.6725,0.20581650876588173,9.541284403669726,0
반응조A,2020-11-01 00:40:00,0.57,4.49,6.33,17.48,6.38,1,60,40,20,-0.3500000000000001,0.020000000000000462,0.0,-0.03500000000000001,0,6,0.0,1.0,1.452,0.1269487467820163,9.535452322738386,0
반응조A,2020-11-01 00:50:00,0.39,4.79,6.3,17.48,6.4,1,60,50,10,-0.17999999999999994,0.2999999999999998,-0.03000000000000025,-0.017999999999999995,0,6,0.0,1.0,1.2750000000000001,0.08141960721928868,9.535452322738386,0
반응조A,2020-11-01 05:30:00,4.05,1.44,6.55,17.42,6.54,1,110,0,110,-0.009999999999999787,-0.040000000000000036,0.019999999999999574,-0.0009999999999999788,5,6,0.9659258262890683,0.25881904510252074,3.975,2.8124980468763563,9.547123623011016,0
반응조A,2020-11-01 05:40:00,3.9,1.83,6.55,17.42,6.54,1,110,10,100,-0.1499999999999999,0.3900000000000001,0.0,-0.01499999999999999,5,6,0.9659258262890683,0.25881904510252074,3.9916666666666667,2.131146376422745,9.547123623011016,0
반응조A,2020-11-01 05:50:00,3.62,2.04,6.52,17.45,6.56,1,110,20,90,-0.2799999999999998,0.20999999999999996,-0.03000000000000025,-0.02799999999999998,5,6,0.9659258262890683,0.25881904510252074,3.941666666666667,1.774508934064248,9.541284403669726,0
반응조A,2020-11-01 06:00:00,3.22,2.34,6.49,17.45,6.66,1,110,30,80,-0.3999999999999999,0.2999999999999998,-0.02999999999999936,-0.039999999999999994,6,6,1.0,6.123233995736766e-17,3.813333333333333,1.3760677880052188,9.541284403669726,0
